1,LW,Windsor (OHL),OHL,NA,453
2,C,Plymouth (OHL),OHL,NA,508
3,D,Kingston (OHL),OHL,NA,339
4,C,Portland (WHL),WHL,NA,433
5,RW,Portland (WHL),WHL,NA,389
6,RW,Prince George (WHL),WHL,NA,276
7,C,Kitchener (OHL),OHL,NA,497
8,C,Barrie (OHL),OHL,NA,324
9,C,HIFK Helsinki (Finland),Finland,Europe,321
10,D,Moose Jaw (WHL),WHL,NA,43
12,D,Windsor (OHL),OHL,NA,494
13,D,Moncton (QMJHL),QMJHL,NA,58
14,C,Tri-City (USHL),USHL,NA,318
15,D,USA U-18 (USHL),USHL,NA,96
16,RW,Novosibirsk (Russia),Russia,Europe,341
17,C,Owen Sound (OHL),OHL,NA,13
18,LW,Peterborough (OHL),OHL,NA,140
19,C,Blaine (High-MN),High-MN,NA,280
20,RW,Penticton (BCHL),BCHL,NA,194
21,C,U. of Notre Dame (CCHA),CCHA,NA,284
22,D,USA U-18 (USHL),USHL,NA,53
23,D,Edmonton (WHL),WHL,NA,207
24,RW,Nobles (High-MA),High-MA,NA,234
25,C,Moose Jaw (WHL),WHL,NA,97
26,C,Chelyabinsk (Russia),Russia,Europe,261
28,C/RW,South Shore (EJHL),EJHL,NA,353
29,RW,Medicine Hat (WHL),WHL,NA,173
30,C,Warroad (High-MN),High-MN,NA,316
31,C,Minnesota State (WCHA),WCHA,NA,58
32,C,London (OHL),OHL,NA,0
33,LW,Sudbury (OHL),OHL,NA,3
34,LW,Ottawa (OHL),OHL,NA,0
35,LW,Brynas Jr. (Sweden-Jr.),Sweden-Jr.,Europe,0
36,D,Red Deer (WHL),WHL,NA,161
37,D,USA U-18 (USHL),USHL,NA,401
38,D,USA U-18 (USHL),USHL,NA,216
39,RW,Kelowna (WHL),WHL,NA,17
40,RW,Oshawa (OHL),OHL,NA,27
41,D,AIK (Sweden-2),Sweden-2,Europe,108
42,RW,Mississauga (OHL),OHL,NA,266
43,LW,Portland (WHL),WHL,NA,0
44,RW,Brynas (Sweden),Sweden,Europe,0
45,C,Peterborough (OHL),OHL,NA,214
46,D,Slovakia U20 (Slovakia),Slovakia,Europe,175
47,C,Ottawa (OHL),OHL,NA,293
48,LW,Saskatoon (WHL),WHL,NA,1
50,C,Des Moines (USHL),USHL,NA,23
