88,LW,Skelleftea Jr. (Sweden-Jr.),Sweden-Jr.,Europe,0
89,C/LW,Totino Grace (High-MN),High-MN,NA,0
90,D,Rimouski (QMJHL),QMJHL,NA,0
92,C,Mississauga St. Michael's (OHL),OHL,NA,349
93,LW,Barrie (OHL),OHL,NA,0
94,D,Moncton (QMJHL),QMJHL,NA,326
96,RW,Medicine Hat (WHL),WHL,NA,138
97,RW,Saginaw (OHL),OHL,NA,35
98,C,Waterloo (USHL),USHL,NA,437
99,D,Vernon (BCHL),BCHL,NA,0
100,D,Miami University (CCHA),CCHA,NA,140
101,LW,Ilves Tampere (Finland),Finland,Europe,0
102,D,Mora (Sweden-2),Sweden-2,Europe,309
103,LW,Calgary (WHL),WHL,NA,1
104,LW,Sudbury (OHL),OHL,NA,347
105,D,Red Deer (WHL),WHL,NA,0
106,D,JYP HT Jyvaskyla Jr. ( ), ,Europe,265
107,LW,Owen Sound (OHL),OHL,NA,34
108,RW,Kamloops (WHL),WHL,NA,0
109,RW,Dynamo-2 Moscow (Russia-3),Russia-3,Europe,0
110,C/LW,Roseau (High-MN),High-MN,NA,0
111,RW,Skare (Sweden-3),Sweden-3,Europe,0
112,LW,Windsor (OHL),OHL,NA,21
113,D,Nepean (CJHL),CJHL,NA,0
114,D,Sioux City (USHL),USHL,NA,50
115,D,Waterloo (USHL),USHL,NA,9
116,RW,Shattuck-St. Mary's (High-MN),High-MN,NA,0
119,C,Everett (WHL),WHL,NA,62
120,D,Guelph (OHL),OHL,NA,170
121,RW,Shawinigan (QMJHL),QMJHL,NA,0
122,D,Lokomotiv Yaroslavl 2 (Russia-3),Russia-3,Europe,1
123,D,Delbarton (High-NJ),High-NJ,NA,0
125,D,Saginaw (OHL),OHL,NA,0
126,D,Owen Sound (OHL),OHL,NA,0
127,C,Ceske Budejovice (Czech),Czech,Europe,84
128,D,Philadelphia Jr. Flyers (USMAAA),USMAAA,NA,0
129,C,Edmonton ( ), ,NA,95
130,C/LW,Drummondville (QMJHL),QMJHL,NA,260
131,RW,Guelph (OHL),OHL,NA,0
132,LW,Baie-Comeau (QMJHL),QMJHL,NA,248
134,D,Malden Catholic (High-MA),High-MA,NA,0
135,C,Okotoks (AJHL),AJHL,NA,29
136,C,Tri-City (USHL),USHL,NA,0
137,D,Exeter (High-NH),High-NH,NA,0
138,C,South Kent School (High-CT),High-CT,NA,3
139,C,Drummondville (QMJHL),QMJHL,NA,57
141,LW,Surrey (BCHL),BCHL,NA,0
143,D,Vastra Frolunda Jr. ( ), ,Europe,0
144,LW,Okotoks (AJHL),AJHL,NA,0
145,D,Mississauga St. Michael's (OHL),OHL,NA,0
146,LW,Cedar Rapids (USHL),USHL,NA,0
147,C,London (OHL),OHL,NA,50
149,C,Djurgarden,#N/A,Europe,398
150,D,Green Bay (USHL),USHL,NA,49
151,C,Belleville (OHL),OHL,NA,0
152,C,Edina (High-MN),High-MN,NA,261
153,C,Shawinigan (QMJHL),QMJHL,NA,0
155,C,Kamloops (WHL),WHL,NA,0
156,C/LW,Mississauga St. Michael's (OHL),OHL,NA,0
157,LW,Kelowna (WHL),WHL,NA,0
158,RW,U.S. National U-18 (USNTDP),USNTDP,NA,31
159,LW,Penticton (BCHL),BCHL,NA,92
160,LW,Ottawa (OHL),OHL,NA,0
163,RW,Blues Espoo Jr. (Finland-Jr.),Finland-Jr.,Europe,0
165,C,Windsor (OHL),OHL,NA,24
166,D,Oshawa (OHL),OHL,NA,0
167,D,Malmo Jr. ( ), ,Europe,0
168,D,Erie (OHL),OHL,NA,0
169,C,Kingston (OJHL),OJHL,NA,0
170,D,Sudbury (OHL),OHL,NA,0
172,LW,Windsor (OHL),OHL,NA,31
174,LW,Shawinigan (QMJHL),QMJHL,NA,0
175,RW,Regina (WHL),WHL,NA,1
176,RW,Kitchener (OHL),OHL,NA,27
177,C,Cumberland (CJHL),CJHL,NA,0
178,D,Kalpa Kuopio Jr. (Finland-Jr.),Finland-Jr.,Europe,6
179,RW,Calgary (WHL),WHL,NA,20
180,RW,Kelowna (WHL),WHL,NA,5
181,D,Linkoping ( ), ,Europe,0
182,LW,Shattuck-St. Mary's (High-MN),High-MN,NA,266
183,D,Shattuck-St. Mary's (High-MN),High-MN,NA,0
184,D,Nobles (High-MA),High-MA,NA,0
185,LW,Spokane (WHL),WHL,NA,0
186,C,Sault Ste. Marie (OHL),OHL,NA,292
187,LW,Saint John (QMJHL),QMJHL,NA,0
188,D,Peterborough (OHL),OHL,NA,0
189,C,Prince George (WHL),WHL,NA,0
190,LW,Avon Old Farms (High-CT),High-CT,NA,0
191,D,Lincoln (USHL),USHL,NA,0
192,C,Westside (BCHL),BCHL,NA,0
193,C,Dallas Stars AAA (MWEHL),MWEHL,NA,0
194,RW,Shawinigan (QMJHL),QMJHL,NA,0
195,D,Cedar Rapids (USHL),USHL,NA,0
196,D,St. Cloud State (WCHA),WCHA,NA,16
197,RW,Mississauga St. Michael's (OHL),OHL,NA,0
198,C,Wenatchee (NAHL),NAHL,NA,75
199,C,Indiana (USHL),USHL,NA,0
200,D,Mechel Chelyabinsk (Russia-2),Russia-2,Europe,0
201,C,Saskatoon (WHL),WHL,NA,0
202,C,Duluth East (High-MN),High-MN,NA,0
203,LW,Waterloo (USHL),USHL,NA,0
204,D,Cowichan Valley (BCHL),BCHL,NA,0
205,LW,PEI (QMJHL),QMJHL,NA,0
206,C,Nepean (CJHL),CJHL,NA,0
207,D,Eisbaren Jrs. Berlin (German-3),German-3,Europe,0
208,D,Red Deer (WHL),WHL,NA,0
209,C,Quebec (QMJHL),QMJHL,NA,0
210,D,HV 71 Jonkoping Jr. (Sweden-Jr.),Sweden-Jr.,Europe,2
