106,C,FROLUNDA JR. (Sweden-Jr.),Sweden-Jr.,Europe,0
107,LW,CAPE BRETON (QMJHL),QMJHL,NA,0
108,D,QUINNIPIAC (ECAC),ECAC,NA,0
110,RW,TRI-CITY (USHL),USHL,NA,0
112,LW,SKELLEFTEA (Sweden),Sweden,Europe,142
113,C/LW,DEERFIELD (High-MA),High-MA,NA,0
114,LW,GATINEAU (QMJHL),QMJHL,NA,0
116,C/LW,SURREY (BCHL),BCHL,NA,8
117,LW,SAULT STE. MARIE (OHL),OHL,NA,0
119,D,CALGARY (WHL),WHL,NA,0
120,D,OMAHA (USHL),USHL,NA,0
121,C,WILLISTON-NORTHAMPTON (High-MA),High-MA,NA,0
122,LW,BRANDON (WHL),WHL,NA,0
123,D,ASHWAUBENON (High-WI),High-WI,NA,0
124,RW,KOOTENAY (WHL),WHL,NA,0
125,D,OLDS (AJHL),AJHL,NA,0
126,D,LINKOPING JR. (Sweden-Jr.),Sweden-Jr.,Europe,38
127,C,CAPE BRETON (QMJHL),QMJHL,NA,0
128,C,SIOUX FALLS (USHL),USHL,NA,0
129,LW,SIOUX FALLS (USHL),USHL,NA,0
130,C/LW,VERNON (BCHL),BCHL,NA,0
131,D,KAMLOOPS (WHL),WHL,NA,0
132,D,KALPA (Finland),Finland,Europe,0
133,D,EDMONTON (WHL),WHL,NA,0
134,C/LW,USA U-18 (USHL),USHL,NA,0
135,D,JOKERIT U18 (Finland-Jr.),Finland-Jr.,Europe,0
137,RW,KIMBALL UNION (High-NH),High-NH,NA,0
138,LW,BRYNAS JR. (Sweden-Jr.),Sweden-Jr.,Europe,0
139,D,KOOTENAY (WHL),WHL,NA,0
140,D,BLAINVILLE-BOISBRIAND (QMJHL),QMJHL,NA,0
141,D,EDEN PRAIRIE (High-MN),High-MN,NA,0
142,D,EDINA HIGH (High-MN),High-MN,NA,0
143,LW,EDINA HIGH (High-MN),High-MN,NA,0
144,D,SKELLEFTEA JR. (Sweden-Jr.),Sweden-Jr.,Europe,12
145,C,OMAHA (USHL),USHL,NA,0
146,LW,USA U-18 (USHL),USHL,NA,0
147,C,SHERBROOKE (QMJHL),QMJHL,NA,0
148,D,SKELLEFTEA JR. (Sweden-Jr.),Sweden-Jr.,Europe,0
149,C,KELOWNA (WHL),WHL,NA,0
151,C,CRANBROOK KINGSWOOD (HIGH-MI),HIGH-MI,NA,0
152,C,KIMBALL UNION (High-NH),High-NH,NA,0
153,C,OMAHA (USHL),USHL,NA,0
154,D,NIAGARA (OHL),OHL,NA,0
155,C,FERRIS STATE (WCHA),WCHA,NA,0
156,C,ERIE (OHL),OHL,NA,0
157,C,BELLEVILLE (OHL),OHL,NA,0
158,LW,SOUTH SHORE (USPHL),USPHL,NA,0
159,RW,EDEN PRAIRIE (High-MN),High-MN,NA,0
160,D,Östersunds (Sweden),Sweden,Europe,0
161,LW,EDMONTON (WHL),WHL,NA,0
162,D,EDMONTON (WHL),WHL,NA,0
163,D,BRYNAS JR. (Sweden-Jr.),Sweden-Jr.,Europe,0
164,C,YAROSLAVL 2 (Russia-Jr.),Russia-Jr.,Europe,0
165,LW,FROLUNDA JR. (Sweden-Jr.),Sweden-Jr.,Europe,0
166,LW,TPS JR. (Finland-Jr.),Finland-Jr.,Europe,0
167,C,CALGARY (WHL),WHL,NA,0
168,C,CALGARY (WHL),WHL,NA,0
169,C,LETHBRIDGE (WHL),WHL,NA,0
170,LW,WINDSOR (OHL),OHL,NA,0
171,RW,BARRIE (OHL),OHL,NA,55
172,RW,LONDON (OHL),OHL,NA,0
173,RW,OWEN SOUND (OHL),OHL,NA,0
175,D,DJURGARDEN JR. (Sweden-Jr.),Sweden-Jr.,Europe,0
176,LW,VICTORIAVILLE (QMJHL),QMJHL,NA,0
178,C,AURORA (OJHL),OJHL,NA,0
180,LW,PLYMOUTH (OHL),OHL,NA,0
181,RW,MODO JR. (Sweden-Jr.),Sweden-Jr.,Europe,0
184,RW,VICTORIA (WHL),WHL,NA,0
185,C,CAPE BRETON (QMJHL),QMJHL,NA,0
186,D,PRINCE ALBERT (WHL),WHL,NA,0
187,D,SAULT STE. MARIE (OHL),OHL,NA,0
188,LW,FROLUNDA JR. (Sweden-Jr.),Sweden-Jr.,Europe,0
189,D,CARLETON PLACE (CCHL),CCHL,NA,0
190,LW,ROUYN-NORANDA (QMJHL),QMJHL,NA,0
191,LW,USA U-18 (USHL),USHL,NA,0
192,C/LW,LANGLEY (BCHL),BCHL,NA,0
193,LW,EDMONTON (WHL),WHL,NA,0
194,RW,FROLUNDA JR. (Sweden-Jr.),Sweden-Jr.,Europe,0
195,D,WINDSOR (OHL),OHL,NA,0
196,C,SKELLEFTEA JR. (Sweden-Jr.),Sweden-Jr.,Europe,0
197,D,SAINT JOHN (QMJHL),QMJHL,NA,0
198,D,LINKOPING (Sweden),Sweden,Europe,0
199,C,BRNO (Czech),Czech,Europe,0
200,C,RED DEER (WHL),WHL,NA,0
201,C,MYTISCHI (Russia),Russia,Europe,0
202,RW,INDIANA (USHL),USHL,NA,0
203,D,UNION COLLEGE (ECAC),ECAC,NA,0
204,C/LW,ROUYN-NORANDA (QMJHL),QMJHL,NA,0
205,RW,CHOMUTOV (Czech),Czech,Europe,53
206,D,HV 71 JR. (Sweden-Jr.),Sweden-Jr.,Europe,0
207,C/RW,ST. MICHAELS (OJHL),OJHL,NA,0
208,RW,PENTICTON (BCHL),BCHL,NA,0
209,RW,KINGSTON (OHL),OHL,NA,0
210,D,OTTAWA (OHL),OHL,NA,0
