77,C,Deerfield Academy (High-MA),High-MA,NA,353
78,D,Kitchener (OHL),OHL,NA,204
79,RW,Erie (OHL),OHL,NA,87
80,C,Merritt (BCHL),BCHL,NA,0
81,LW,U. of Notre Dame (CCHA),CCHA,NA,1
82,RW,Belleville (OHL),OHL,NA,0
84,C,Sioux City (USHL),USHL,NA,0
85,C/LW,Calgary (WHL),WHL,NA,0
87,D,Cowichan Valley (BCHL),BCHL,NA,0
88,C,Vastra Frolunda Jr. ( ), ,Europe,205
89,RW,Sioux Falls (USHL),USHL,NA,149
90,C/LW,St. Michaels,#N/A,NA,0
92,LW,U.S. National U-18 (USNTDP),USNTDP,NA,0
93,D,Michigan (CCHA),CCHA,NA,144
94,LW,Almetjevsk (Russia-2),Russia-2,Europe,22
95,D,Miami University (CCHA),CCHA,NA,419
96,D,U.S. National U-18 (USNTDP),USNTDP,NA,5
97,LW,Lulea,#N/A,Europe,79
99,RW,Fort Saskatchewan (AJHL),AJHL,NA,135
100,C/RW,Lincoln (USHL),USHL,NA,0
101,C,U.S. National U-18 (USNTDP),USNTDP,NA,0
102,C,Saskatoon (WHL),WHL,NA,0
103,C,Slavia Praha Jr. ( ), ,Europe,0
104,LW,Salmon Arm (BCHL),BCHL,NA,0
105,C/LW,Sioux Falls (USHL),USHL,NA,176
106,LW,Rimouski (QMJHL),QMJHL,NA,0
107,C,Lethbridge (WHL),WHL,NA,0
108,C,Omaha Jr. A (USHL),USHL,NA,0
109,LW,Lethbridge (WHL),WHL,NA,365
110,D,Spokane (WHL),WHL,NA,223
111,LW,Mississauga (OHL),OHL,NA,35
112,C/RW,Portland (WHL),WHL,NA,250
114,C,Des Moines (USHL),USHL,NA,0
115,C,Tappara Tampere Jr.,#N/A,Europe,0
116,D,Brandon (WHL),WHL,NA,167
117,RW,Kitchener (OHL),OHL,NA,280
118,D,Saint John (QMJHL),QMJHL,NA,7
119,C,Chilliwack (WHL),WHL,NA,0
120,D,Shattuck-St. Mary's (High-MN),High-MN,NA,0
122,C,St. John's (QMJHL),QMJHL,NA,0
123,D,CSKA Moscow (Russia),Russia,Europe,0
125,RW,Regina (WHL),WHL,NA,0
126,D,U.S. National U-18 (USNTDP),USNTDP,NA,0
127,C,Topolcany ( ), ,Europe,1
128,RW,The Gunnery (High-CT),High-CT,NA,0
129,LW,Victoria (WHL),WHL,NA,585
130,D,Heil./Mann. Jr. ( ), ,Europe,0
131,D,Waterloo (USHL),USHL,NA,0
132,LW,Plymouth (OHL),OHL,NA,152
133,D,Grand Rapids (High-MN),High-MN,NA,0
134,D,Dukla Trencin ( ), ,Europe,0
135,C,Salisbury (High-CT),High-CT,NA,32
136,C,Spokane (WHL),WHL,NA,0
137,C,Waterloo (USHL),USHL,NA,0
138,C,Strathroy Jr. B ( ), ,NA,0
140,C,Kelowna (WHL),WHL,NA,25
141,D,Sault Ste. Marie (OHL),OHL,NA,372
142,LW,Omaha Jr. A (USHL),USHL,NA,0
143,C,Windsor (OHL),OHL,NA,0
144,C,Malmo ( ), ,Europe,25
145,C,Baie-Comeau (QMJHL),QMJHL,NA,0
146,C,CSKA Moscow (Russia),Russia,Europe,0
147,C,St. John's (QMJHL),QMJHL,NA,0
148,C,Moncton (QMJHL),QMJHL,NA,0
149,LW,Belleville (OHL),OHL,NA,0
150,C/RW,Nobles (High-MA),High-MA,NA,0
151,C,P.E.I. (QMJHL),QMJHL,NA,0
152,LW,Minnesota State (WCHA),WCHA,NA,22
155,D,Vastra Frolunda Jr. ( ), ,Europe,0
156,C,Windsor (OHL),OHL,NA,0
157,LW,Tingsryds (Sweden-3),Sweden-3,Europe,0
159,D,Aurora Jr. A (OPJHL),OPJHL,NA,0
160,RW,Erie (OHL),OHL,NA,142
161,LW,St. Louis (NAHL),NAHL,NA,301
162,D,Plymouth (OHL),OHL,NA,121
163,D,HV 71 Jonkoping Jr. (Sweden-Jr.),Sweden-Jr.,Europe,0
164,C,Saint John (QMJHL),QMJHL,NA,3
165,RW,Rogle Angelholm ( ), ,Europe,0
166,D,Waterloo (USHL),USHL,NA,0
167,LW,Lulea,#N/A,Europe,10
168,LW,Sodertalje Jr. (Sweden-Jr.),Sweden-Jr.,Europe,407
169,D,Vsetin (Czech),Czech,Europe,0
170,D,Tappara Tampere Jr.,#N/A,Europe,0
171,C,Sault Ste. Marie (OHL),OHL,NA,131
172,LW,Erie (OHL),OHL,NA,147
173,C,Avon Old Farms (High-CT),High-CT,NA,407
174,D,Dusseldorf ( ), ,Europe,0
175,C,U.S. National U-18 (USNTDP),USNTDP,NA,9
176,C,Des Moines (USHL),USHL,NA,0
177,RW,Pelicans Jr. (Finland-Jr.),Finland-Jr.,Europe,0
178,C,Erie (OHL),OHL,NA,0
179,C,Gatineau (QMJHL),QMJHL,NA,281
180,C,London (OHL),OHL,NA,0
181,D,Guelph (OHL),OHL,NA,0
184,D,Erie (OHL),OHL,NA,0
185,C,Omaha Jr. A (USHL),USHL,NA,0
186,LW,U.S. National U-18 (USNTDP),USNTDP,NA,0
188,C,St. John's (QMJHL),QMJHL,NA,0
189,RW,Moose Jaw (WHL),WHL,NA,0
190,C,Det. Compuware Midgets (MWEHL),MWEHL,NA,0
191,LW,Cambridge Jr. B ( ), ,NA,0
192,D,Virginia (High-MN),High-MN,NA,0
193,C,Rimouski (QMJHL),QMJHL,NA,0
194,D,Linkoping ( ), ,Europe,493
195,RW,Brynas Gavle (Sweden),Sweden,Europe,0
196,D,Shawinigan (QMJHL),QMJHL,NA,0
197,D,Lewiston (QMJHL),QMJHL,NA,0
198,C/RW,Ohio (USHL),USHL,NA,0
199,LW,Nobles (High-MA),High-MA,NA,0
200,RW,Calgary (WHL),WHL,NA,16
201,D,Massachusetts ( ), ,NA,448
203,LW,Portland (WHL),WHL,NA,102
205,D,Swift Current (WHL),WHL,NA,191
206,RW,Everett (WHL),WHL,NA,0
207,D,Swift Current (WHL),WHL,NA,0
208,D,Lindsay ( ), ,NA,0
209,D,Taft School (High-CT),High-CT,NA,0
210,LW,Burnaby (BCHL),BCHL,NA,0
211,RW,St. Louis (NAHL),NAHL,NA,0
