1,C,Rimouski (QMJHL),QMJHL,NA,782
2,LW,Owen Sound (OHL),OHL,NA,669
3,D,U.S. National U-18,NAHL,NA,711
4,LW,Sudbury (OHL),OHL,NA,551
6,C,Vancouver (WCHL),WHL,NA,299
7,RW,U.S. National U-18,NAHL,NA,368
8,RW,Saskatoon (WHL),WHL,NA,516
9,D,Moorhead (High-MN),High-MN,NA,209
10,D,Val d'Or (QMJHL),QMJHL,NA,36
11,C,Sodertalje Jr.,Sweden,Europe,840
12,D,Sudbury (OHL),OHL,NA,689
13,C,Chicoutimi (QMJHL),QMJHL,NA,0
14,D,Cornell (ECAC),ECAC,NA,0
15,C,Erie (OHL),OHL,NA,33
16,RW,Lewiston,QMJHL,NA,0
17,C,Ceske Budejovice,Czech,Europe,628
18,D,Guelph (OHL),OHL,NA,106
19,D,Kitchener (OHL),OHL,NA,331
20,LW,Moose Jaw (WHL),WHL,NA,42
22,D,Kitchener (OHL),OHL,CHL,74
23,RW,Sodertalje,Sweden,Europe,173
24,C,Warroad (High-MN),High-MN,NA,591
25,C,St. Michael's Jr. B,OJHL,NA,786
26,RW,Sarnia (OHL),OHL,NA,13
27,D,Sioux Falls (USHL),USHL,NA,21
28,D,Virginia (High-MN),High-MN,NA,733
29,RW,Windsor (OHL),OHL,NA,434
30,D,Presov,Slovakia,Europe,15
31,D,Portland (WHL),WHL,NA,131
33,LW,Plymouth (OHL),OHL,NA,632
34,C,U.S. National U-18,NAHL,NA,40
35,D,Quebec (QMJHL),QMJHL,NA,812
36,D,Shattuck-St. Mary's (High-MN),High-MN,NA,141
37,D,Seattle (WHL),WHL,NA,1
39,LW,Vitkovice Jr.,Czech,Europe,11
40,D,Portland (WHL),WHL,NA,98
42,LW,Cedar Rapids (USHL),USHL,NA,544
43,RW,Erie (OHL),OHL,NA,126
44,C,Denver (WCHA),WCHA,NA,742
45,LW,Drummondville (QMJHL),QMJHL,NA,341
46,D,Calgary (WHL),WHL,NA,22
47,LW,Ohio State (CCHA),CCHA,NA,0
48,RW,Koln,Germany,Europe,0
49,D,Lewiston,QMJHL,NA,0
50,C,Rimouski (QMJHL),QMJHL,NA,0
51,LW,Camrose (AJHL),AJHL,NA,546
52,C,Seattle (WHL),WHL,NA,0
53,LW,South Surrey,BCHL,NA,0
54,RW,Boston College (H-East),H-East,NA,0
55,D,Sudbury (OHL),OHL,NA,424
56,C,Lewiston,QMJHL,NA,151
57,LW,Kamloops (WHL),WHL,NA,76
58,D,U. of Minnesota (WCHA),WCHA,NA,0
60,D,Camrose (AJHL),AJHL,NA,0
61,LW,Shattuck-St. Mary's (High-MN),High-MN,NA,0
62,D,Val d'Or (QMJHL),QMJHL,NA,603
63,RW,U.S. National U-18,NAHL,NA,0
64,C,Saskatoon (WHL),WHL,NA,0
66,C,Calgary (WHL),WHL,NA,1
67,D,Medicine Hat (WHL),WHL,NA,641
68,C,Belleville (OHL),OHL,NA,4
69,D,Medicine Hat (WHL),WHL,NA,0
70,D,Lokomotiv Yaroslavl 2,Russia,Europe,0
71,LW,Sarnia (OHL),OHL,NA,139
73,LW,Kingston (OHL),OHL,NA,7
74,C,Peterborough (OHL),OHL,NA,0
75,C,Ilves Tampere Jr.,Finland,Europe,1
76,W,St. George's,High-RI,NA,0
77,D,Saskatoon (WHL),WHL,NA,0
78,D,HIFK Helsinki,Finland,Europe,17
79,D,Vancouver (WCHL),WHL,NA,527
80,C,Djurgarden Jr.,Sweden,Europe,0
81,D,London (OHL),OHL,NA,59
82,D,Brampton (OHL),OHL,NA,10
83,RW,Blues Espoo Jr. (Finland-Jr.),Finland,Europe,2
84,D,Kitchener (OHL),OHL,NA,219
86,C/W,Breck (High-MN),High-MN,NA,0
87,D,P.E.I.,QMJHL,NA,78
88,C,Michigan (CCHA),CCHA,NA,112
89,C,Sault Ste. Marie (OHL),OHL,NA,0
90,RW,Plymouth (OHL),OHL,NA,0
91,D,Moncton,QMJHL,NA,66
92,RW,Kosice,Slovakia,Europe,0
93,LW,Lewiston,QMJHL,NA,0
94,D,Sparta Praha Jr.,Czech,Europe,0
95,C,Mississauga,OHL,NA,75
96,D,Sioux City (USHL),USHL,NA,388
97,C,Moorhead (High-MN),High-MN,NA,278
98,C,Chelyabinsk,Russia,Europe,11
99,RW,Kitchener (OHL),OHL,NA,9
100,D,Bowling Green (CCHA),CCHA,NA,1
101,RW,Lincoln (USHL),USHL,NA,569
